session,position,pair_id,player_prediction,player_correct,player_close_call,response_time_ms,legacy_primary_robot_prediction,legacy_primary_robot_correct,gemini_prediction,gemini_correct,gemini_close_call,gpt56_prediction,gpt56_correct,gpt56_close_call,qwen_max_prediction,qwen_max_correct,qwen_max_close_call,claude_prediction,claude_correct,claude_close_call,qwen_flash_prediction,qwen_flash_correct,qwen_flash_close_call,deepseek_prediction,deepseek_correct,deepseek_close_call
S024,2,1114,Y,0,0,13810,X,1,X,1,0,X,1,0,X,1,0,X,1,1,Y,0,0,X,1,1
S024,3,752,X,1,0,10775,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,X,1,1
S024,4,154,X,0,0,10417,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,X,0,0,X,0,0
S024,5,70,X,0,0,5148,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0
S024,6,552,X,1,0,5224,Y,0,Y,0,0,Y,0,1,Y,0,0,Y,0,1,Y,0,0,Y,0,1
S024,7,68,Y,1,0,9833,Y,1,Y,1,1,Y,1,0,Y,1,0,X,0,1,X,0,0,X,0,1
S024,8,936,X,1,0,11987,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,X,1,1
S024,9,131,Y,1,0,13270,Y,1,Y,1,0,Y,1,0,X,0,0,Y,1,1,Y,1,0,Y,1,0
S024,10,294,Y,1,0,6551,X,0,X,0,0,X,0,0,X,0,0,X,0,1,Y,1,1,X,0,0
S024,11,919,Y,1,0,10932,X,0,X,0,1,X,0,1,Y,1,0,Y,1,1,Y,1,1,X,0,1
S024,12,751,Y,0,0,2200,X,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0,X,1,1
S024,13,77,X,0,0,6781,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,0
S024,14,398,X,0,0,7387,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0
S024,15,343,X,1,0,16372,X,1,X,1,1,X,1,0,X,1,0,X,1,1,X,1,0,X,1,0
S024,16,425,Y,1,0,5347,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0
S024,17,454,X,1,0,11273,Y,0,Y,0,1,Y,0,1,Y,0,1,X,1,1,X,1,0,X,1,0
S024,18,189,Y,1,0,5165,X,0,X,0,0,X,0,0,Y,1,0,X,0,1,Y,1,0,Y,1,0
S024,19,410,Y,1,0,3005,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0
S024,20,536,Y,1,0,15082,Y,1,Y,1,1,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,0
S025,1,895,X,1,0,11009,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,X,1,1
S025,2,1108,X,1,0,11668,X,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0,X,1,1
S025,3,735,X,1,0,7835,X,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0,X,1,1
S025,4,213,X,1,0,10403,X,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0
S025,5,427,Y,0,0,11024,X,1,X,1,1,Y,0,0,Y,0,0,X,1,1,X,1,0,X,1,1
S025,6,563,X,0,0,10215,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,1
S025,7,1,X,0,0,8878,X,0,X,0,1,X,0,1,X,0,0,X,0,0,X,0,0,X,0,1
S025,8,386,Y,1,0,6080,Y,1,Y,1,1,Y,1,0,X,0,1,X,0,1,Y,1,0,X,0,1
S025,9,608,Y,1,0,7415,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,1
S025,10,193,X,1,0,10748,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,X,1,0
S025,11,298,Y,1,0,8815,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0
S025,12,1051,Y,0,0,9323,X,1,X,1,1,X,1,1,X,1,0,Y,0,1,X,1,1,Y,0,1
S025,13,23,Y,1,0,6976,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0
S025,14,91,X,1,0,25904,X,1,X,1,0,X,1,0,Y,0,1,X,1,0,Y,0,0,Y,0,1
S025,15,652,Y,1,0,5316,X,0,X,0,0,Y,1,1,Y,1,1,Y,1,1,Y,1,0,X,0,1
S025,16,974,X,1,0,7142,X,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0,X,1,1
S025,17,51,X,1,0,4293,Y,0,Y,0,1,Y,0,0,Y,0,0,Y,0,1,Y,0,0,Y,0,1
S025,18,123,Y,0,0,5015,X,1,X,1,1,X,1,0,X,1,0,Y,0,1,X,1,0,Y,0,0
S025,19,356,Y,1,0,4050,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0
S025,20,667,X,1,0,9903,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,Y,0,1
S026,1,853,Y,1,,25389,Y,1,Y,1,,Y,1,,Y,1,,Y,1,,Y,1,,Y,1,
S026,2,573,Y,1,,39214,Y,1,Y,1,,Y,1,,Y,1,,Y,1,,X,0,,X,0,
S026,3,28,Y,1,,79689,Y,1,Y,1,,Y,1,,X,0,,Y,1,,Y,1,,X,0,
S026,4,25,Y,1,,8231,Y,1,Y,1,,Y,1,,Y,1,,Y,1,,Y,1,,Y,1,
S026,5,811,Y,1,,15906,X,0,X,0,,X,0,,X,0,,Y,1,,X,0,,X,0,
S026,6,904,X,1,,23796,Y,0,Y,0,,X,1,,Y,0,,Y,0,,Y,0,,Y,0,
S026,7,984,X,0,,12130,Y,1,Y,1,,Y,1,,Y,1,,Y,1,,X,0,,X,0,
S026,8,15,Y,0,,21196,X,1,X,1,,X,1,,X,1,,X,1,,Y,0,,X,1,
S026,9,1056,X,1,,21880,X,1,X,1,,X,1,,,,,X,1,,X,1,,X,1,
S026,10,767,Y,1,,97358,Y,1,Y,1,,Y,1,,Y,1,,Y,1,,Y,1,,Y,1,
S026,11,847,X,1,,11909,X,1,X,1,,X,1,,X,1,,X,1,,X,1,,X,1,
S026,12,4,X,1,,13300,Y,0,Y,0,,Y,0,,Y,0,,Y,0,,Y,0,,X,1,
S026,13,685,X,0,,12630,Y,1,Y,1,,Y,1,,Y,1,,Y,1,,Y,1,,Y,1,
S026,14,435,X,1,,12980,X,1,X,1,,X,1,,X,1,,X,1,,X,1,,X,1,
S026,15,342,X,1,,12855,Y,0,Y,0,,Y,0,,Y,0,,Y,0,,X,1,,Y,0,
S026,16,758,X,0,,22851,Y,1,Y,1,,X,0,,X,0,,X,0,,X,0,,X,0,
S026,17,779,X,1,,6368,X,1,X,1,,Y,0,,Y,0,,Y,0,,Y,0,,Y,0,
S026,18,248,Y,0,,23442,X,1,X,1,,X,1,,X,1,,X,1,,X,1,,X,1,
S026,19,510,X,1,,19204,X,1,X,1,,X,1,,X,1,,X,1,,X,1,,X,1,
S026,20,92,X,0,,32173,Y,1,Y,1,,Y,1,,Y,1,,Y,1,,Y,1,,X,0,
S027,1,559,Y,1,0,10692,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,1
S027,2,956,Y,1,0,8323,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,1
S027,3,742,Y,0,0,10565,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,Y,0,1
S027,4,309,Y,0,0,7863,Y,0,Y,0,1,X,1,1,Y,0,1,X,1,0,X,1,0,X,1,0
S027,5,98,Y,1,0,10839,Y,1,Y,1,0,Y,1,0,Y,1,1,Y,1,1,Y,1,0,Y,1,0
S027,6,126,Y,1,0,10691,X,0,X,0,0,X,0,0,Y,1,1,X,0,1,Y,1,0,X,0,0
S027,7,321,Y,0,0,8514,X,1,X,1,0,X,1,0,Y,0,0,X,1,1,Y,0,0,Y,0,1
S027,8,1115,Y,0,0,11166,Y,0,Y,0,0,Y,0,0,Y,0,0,Y,0,1,Y,0,0,Y,0,1
S027,9,933,X,1,0,4745,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,X,1,1
S027,10,52,Y,0,0,4971,Y,0,Y,0,0,Y,0,0,Y,0,0,Y,0,1,Y,0,0,Y,0,0
S027,11,33,Y,1,0,3403,X,0,X,0,0,X,0,1,X,0,0,Y,1,1,X,0,0,X,0,1
S027,12,214,Y,0,0,9664,X,1,X,1,1,X,1,1,Y,0,0,Y,0,1,Y,0,0,Y,0,0
S027,13,423,X,0,0,6271,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,0
S027,14,1058,Y,1,0,7445,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,1
S027,15,952,X,1,0,8676,X,1,X,1,1,Y,0,1,Y,0,0,Y,0,1,Y,0,0,X,1,1
S027,16,846,Y,0,0,9799,Y,0,Y,0,1,X,1,1,Y,0,1,Y,0,1,X,1,0,Y,0,1
S027,17,38,X,0,0,3544,X,0,X,0,0,X,0,0,X,0,0,X,0,0,X,0,0,X,0,0
S027,18,0,Y,0,0,3511,X,1,X,1,0,X,1,0,X,1,0,X,1,1,Y,0,0,X,1,0
S027,19,1033,X,0,0,4921,Y,1,Y,1,0,Y,1,1,Y,1,0,Y,1,1,Y,1,0,X,0,1
S027,20,499,X,0,0,4395,Y,1,Y,1,0,Y,1,0,X,0,1,Y,1,1,Y,1,0,Y,1,0
S028,1,391,Y,1,0,20574,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,0
S028,2,448,X,1,0,20742,X,1,X,1,0,X,1,0,Y,0,1,X,1,1,Y,0,0,Y,0,0
S028,3,299,Y,1,0,120068,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0
S028,4,1032,Y,1,0,44117,X,0,X,0,0,X,0,0,X,0,0,X,0,1,X,0,0,X,0,1
S028,5,1128,Y,1,0,33951,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0
S028,6,468,Y,1,0,31098,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,0
S028,7,308,X,1,0,6342,Y,0,Y,0,1,X,1,1,X,1,0,X,1,1,Y,0,0,Y,0,0
S028,8,613,X,0,0,20094,Y,1,Y,1,0,Y,1,0,X,0,0,X,0,1,X,0,0,Y,1,1
S028,9,106,Y,1,0,18632,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0
S028,10,1056,Y,0,0,26591,X,1,X,1,0,X,1,0,X,1,0,Y,0,1,X,1,0,X,1,1
S028,11,409,Y,0,0,18522,X,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0
S028,12,1113,Y,1,0,16690,Y,1,Y,1,0,Y,1,1,Y,1,0,Y,1,1,Y,1,0,X,0,1
S028,13,647,Y,1,0,12528,Y,1,Y,1,1,Y,1,1,Y,1,1,Y,1,1,Y,1,0,X,0,1
S028,14,77,Y,1,0,18640,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,0
S028,15,199,Y,1,0,25343,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,1
S028,16,1119,Y,1,0,16898,Y,1,Y,1,1,Y,1,1,Y,1,0,X,0,1,Y,1,0,Y,1,1
S028,17,569,X,0,0,9293,Y,1,Y,1,1,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,1
S028,18,69,X,1,0,24495,Y,0,Y,0,1,X,1,0,X,1,0,X,1,1,X,1,0,X,1,1
S028,19,919,X,0,0,9274,X,0,X,0,1,X,0,1,Y,1,0,Y,1,1,Y,1,1,X,0,1
S028,20,739,Y,0,0,16349,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,X,1,1
S029,1,473,X,1,0,14179,X,1,X,1,1,X,1,1,X,1,0,X,1,1,X,1,0,Y,0,1
S029,2,484,X,0,0,14026,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,1
S029,3,770,Y,0,0,22056,X,1,X,1,1,Y,0,0,X,1,0,Y,0,1,Y,0,0,Y,0,1
S029,4,988,X,1,0,12826,X,1,X,1,0,X,1,1,X,1,1,X,1,1,X,1,0,Y,0,1
S029,5,522,X,1,0,19946,Y,0,Y,0,1,Y,0,0,Y,0,0,X,1,1,Y,0,0,X,1,1
S029,6,754,Y,0,0,20736,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,X,1,1
S029,7,196,X,1,0,9313,X,1,X,1,1,X,1,0,X,1,0,X,1,1,Y,0,0,X,1,0
S029,8,198,X,0,0,12401,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,X,0,0
S029,9,188,Y,0,0,16156,X,1,X,1,1,X,1,0,X,1,0,Y,0,1,Y,0,0,X,1,1
S029,10,63,X,0,0,17137,X,0,X,0,1,X,0,0,X,0,0,X,0,1,X,0,0,X,0,0
S029,11,1119,X,0,0,12180,Y,1,Y,1,1,Y,1,1,Y,1,0,X,0,1,Y,1,0,Y,1,1
S029,12,649,X,1,0,15036,X,1,X,1,1,Y,0,1,Y,0,0,Y,0,1,Y,0,0,Y,0,0
S029,13,615,Y,0,0,14411,Y,0,Y,0,0,Y,0,0,Y,0,0,Y,0,0,Y,0,0,Y,0,1
S029,14,739,X,1,0,13966,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,X,1,1
S029,15,356,Y,1,0,10713,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0
S029,16,216,X,1,0,11570,X,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0
S029,17,922,Y,0,0,12278,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,X,1,1
S029,18,906,Y,0,0,13316,Y,0,Y,0,1,Y,0,1,X,1,0,X,1,1,Y,0,0,X,1,1
S029,19,877,X,1,0,8196,X,1,X,1,0,X,1,0,X,1,0,X,1,0,Y,0,0,Y,0,1
S029,20,19,Y,1,0,19679,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0
S030,1,68,Y,1,,25470,Y,1,Y,1,,X,0,,X,0,,Y,1,,Y,1,,Y,1,
S030,2,1114,X,1,,15256,X,1,X,1,,X,1,,,,,X,1,,X,1,,X,1,
S030,3,251,Y,0,,11290,Y,0,Y,0,,X,1,,Y,0,,X,1,,X,1,,X,1,
S030,4,542,X,0,,21423,X,0,X,0,,X,0,,Y,1,,Y,1,,Y,1,,X,0,
S030,5,671,X,0,,8116,X,0,X,0,,X,0,,X,0,,X,0,,X,0,,Y,1,
S030,6,205,Y,1,,8182,Y,1,Y,1,,Y,1,,Y,1,,Y,1,,Y,1,,X,0,
S030,7,674,X,1,,7275,Y,0,Y,0,,Y,0,,Y,0,,Y,0,,Y,0,,Y,0,
S030,8,1028,Y,0,,7807,Y,0,Y,0,,Y,0,,Y,0,,Y,0,,Y,0,,Y,0,
S030,9,477,X,1,,21571,X,1,X,1,,X,1,,X,1,,X,1,,Y,0,,X,1,
S030,10,1080,Y,1,,15932,Y,1,Y,1,,Y,1,,,,,Y,1,,Y,1,,Y,1,
S030,11,415,X,1,,10823,X,1,X,1,,X,1,,Y,0,,X,1,,Y,0,,Y,0,
S030,12,987,X,0,,34598,Y,1,Y,1,,Y,1,,Y,1,,Y,1,,Y,1,,Y,1,
S030,13,973,Y,1,,7815,X,0,X,0,,X,0,,X,0,,X,0,,X,0,,X,0,
S030,14,652,X,0,,11908,X,0,X,0,,X,0,,X,0,,Y,1,,Y,1,,Y,1,
S030,15,496,X,1,,26701,X,1,X,1,,X,1,,X,1,,X,1,,X,1,,X,1,
S030,16,561,Y,0,,7155,Y,0,Y,0,,Y,0,,Y,0,,X,1,,Y,0,,X,1,
S030,17,1005,Y,0,,5276,X,1,X,1,,X,1,,X,1,,X,1,,X,1,,X,1,
S030,18,1004,Y,0,,9217,X,1,X,1,,X,1,,X,1,,X,1,,X,1,,X,1,
S030,19,440,X,0,,10420,Y,1,Y,1,,X,0,,Y,1,,X,0,,Y,1,,X,0,
S030,20,697,Y,0,,7049,X,1,X,1,,X,1,,X,1,,X,1,,X,1,,X,1,
S031,1,97,Y,1,,13062,Y,1,Y,1,,Y,1,,Y,1,,X,0,,Y,1,,X,0,
S031,2,33,X,0,,17724,X,0,X,0,,Y,1,,X,0,,X,0,,X,0,,X,0,
S031,3,718,Y,1,,12251,Y,1,Y,1,,Y,1,,Y,1,,Y,1,,Y,1,,Y,1,
S031,4,869,Y,0,,6007,X,1,X,1,,X,1,,Y,0,,X,1,,X,1,,Y,0,
S031,5,438,Y,0,,7439,X,1,X,1,,X,1,,Y,0,,Y,0,,X,1,,Y,0,
S031,6,163,X,1,,4975,Y,0,Y,0,,Y,0,,Y,0,,Y,0,,Y,0,,Y,0,
S031,7,312,X,1,,7668,Y,0,Y,0,,Y,0,,X,1,,X,1,,X,1,,Y,0,
S031,8,18,Y,1,,8297,Y,1,Y,1,,Y,1,,X,0,,Y,1,,X,0,,X,0,
S031,9,1061,Y,0,,18784,Y,0,Y,0,,Y,0,,,,,Y,0,,Y,0,,Y,0,
S031,10,1128,Y,1,,7918,Y,1,Y,1,,Y,1,,,,,Y,1,,Y,1,,Y,1,
S031,11,22,X,0,,7456,Y,1,Y,1,,Y,1,,Y,1,,Y,1,,Y,1,,Y,1,
S031,12,131,Y,1,,8038,Y,1,Y,1,,Y,1,,X,0,,Y,1,,Y,1,,X,0,
S031,13,656,X,0,,5645,X,0,X,0,,Y,1,,X,0,,X,0,,X,0,,X,0,
S031,14,159,Y,1,,5324,Y,1,Y,1,,Y,1,,Y,1,,Y,1,,Y,1,,Y,1,
S031,15,956,Y,1,,5212,Y,1,Y,1,,Y,1,,Y,1,,Y,1,,Y,1,,Y,1,
S031,16,245,Y,1,,4876,Y,1,Y,1,,Y,1,,Y,1,,Y,1,,Y,1,,Y,1,
S031,17,873,Y,1,,5394,X,0,X,0,,X,0,,X,0,,X,0,,Y,1,,Y,1,
S031,18,64,X,1,,6894,X,1,X,1,,X,1,,X,1,,X,1,,X,1,,X,1,
S031,19,49,Y,0,,5979,X,1,X,1,,X,1,,Y,0,,X,1,,Y,0,,X,1,
S031,20,719,Y,0,,6980,X,1,X,1,,X,1,,X,1,,X,1,,X,1,,X,1,
S032,1,585,Y,1,0,12430,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,X,0,0
S032,2,199,Y,1,0,13722,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,1
S032,3,1092,Y,0,0,10786,X,1,X,1,0,X,1,0,X,1,1,X,1,1,X,1,0,Y,0,1
S032,4,96,X,1,0,8156,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,X,1,0
S032,5,44,Y,0,0,26339,X,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0
S032,6,215,X,1,0,11561,X,1,X,1,0,X,1,0,Y,0,0,X,1,1,Y,0,0,X,1,0
S032,7,504,Y,1,0,9958,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0
S032,8,1112,Y,0,0,12453,Y,0,Y,0,0,Y,0,1,Y,0,0,Y,0,1,Y,0,0,Y,0,1
S032,9,581,X,0,0,21396,X,0,X,0,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0
S032,10,484,Y,1,0,14345,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,1
S032,11,672,X,0,0,72041,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,1
S032,12,46,Y,0,0,10999,X,1,X,1,0,X,1,0,X,1,0,X,1,0,Y,0,0,X,1,0
S032,13,408,Y,1,0,12913,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0
S032,14,1046,X,0,0,19250,Y,1,Y,1,1,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,1
S032,15,130,X,0,0,4803,Y,1,Y,1,0,Y,1,1,Y,1,0,Y,1,1,Y,1,0,Y,1,0
S032,16,36,Y,0,0,21148,X,1,X,1,0,X,1,0,Y,0,0,Y,0,1,Y,0,0,X,1,1
S032,17,1136,Y,1,0,17720,Y,1,Y,1,0,Y,1,1,Y,1,0,Y,1,1,Y,1,0,Y,1,1
S032,18,853,Y,1,0,11159,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,1
S032,19,854,Y,0,0,22371,X,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0,X,1,1
S032,20,624,X,1,0,9846,X,1,X,1,1,Y,0,1,Y,0,1,Y,0,1,Y,0,0,X,1,1
S033,1,889,X,1,0,36333,X,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0,X,1,1
S033,2,639,Y,0,0,13331,Y,0,Y,0,1,X,1,0,Y,0,0,Y,0,1,Y,0,0,X,1,1
S033,3,107,X,0,0,10302,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,X,0,0
S033,4,286,X,0,0,12150,X,0,X,0,0,X,0,0,X,0,0,X,0,1,X,0,0,X,0,0
S033,5,342,X,1,0,10700,Y,0,Y,0,0,Y,0,0,Y,0,0,Y,0,1,X,1,0,Y,0,0
S033,6,361,Y,1,0,9299,Y,1,Y,1,0,Y,1,0,Y,1,0,X,0,1,Y,1,0,Y,1,0
S033,7,345,X,0,0,22435,X,0,X,0,0,Y,1,0,Y,1,0,X,0,1,X,0,0,X,0,1
S033,8,394,X,1,0,16251,X,1,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0,X,1,0
S033,9,1019,Y,0,0,11014,X,1,X,1,0,X,1,0,Y,0,0,X,1,1,X,1,0,Y,0,1
S033,10,416,X,1,0,20378,X,1,X,1,1,X,1,0,X,1,0,X,1,1,Y,0,0,Y,0,0
S033,11,222,Y,1,0,13402,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,X,0,0
S033,12,833,Y,1,0,12955,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,X,0,0,X,0,0
S033,13,861,Y,0,0,13430,Y,0,Y,0,1,Y,0,1,Y,0,0,Y,0,1,X,1,0,X,1,1
S033,14,935,X,0,0,12108,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,Y,1,0,Y,1,0
S033,15,85,Y,1,0,14583,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0
S033,16,714,Y,0,0,11025,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,X,1,1
S033,17,606,X,0,0,13876,Y,1,Y,1,0,X,0,1,X,0,0,Y,1,1,X,0,0,X,0,1
S033,18,331,Y,0,0,8116,X,1,X,1,1,X,1,1,Y,0,1,X,1,1,Y,0,1,Y,0,1
S033,19,3,Y,1,0,6870,Y,1,Y,1,1,X,0,1,Y,1,0,X,0,1,Y,1,0,Y,1,1
S033,20,176,X,1,0,6610,X,1,X,1,1,X,1,0,X,1,0,Y,0,1,Y,0,0,X,1,1
S034,1,863,Y,1,0,10423,Y,1,Y,1,0,Y,1,1,Y,1,0,Y,1,1,Y,1,0,X,0,1
S034,2,670,X,0,0,9738,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,1
S034,3,1126,X,1,0,10498,X,1,X,1,1,X,1,0,Y,0,1,X,1,1,Y,0,0,X,1,1
S034,4,271,Y,1,0,6562,Y,1,Y,1,1,X,0,0,Y,1,1,X,0,1,X,0,0,X,0,0
S034,5,1133,Y,1,0,4832,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,1,X,0,0,Y,1,1
S034,6,933,X,1,0,8456,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,X,1,1
S034,7,784,Y,1,0,8968,X,0,X,0,0,Y,1,1,X,0,0,Y,1,1,Y,1,0,Y,1,1
S034,8,987,Y,1,0,7015,Y,1,Y,1,0,Y,1,0,Y,1,1,Y,1,1,Y,1,0,Y,1,1
S034,9,586,X,0,0,5397,Y,1,Y,1,0,Y,1,0,X,0,0,Y,1,0,X,0,0,Y,1,0
S034,10,995,X,0,0,3872,Y,1,Y,1,1,X,0,0,X,0,0,X,0,1,X,0,0,X,0,1
S034,11,212,X,0,0,10809,Y,1,Y,1,1,X,0,1,X,0,0,X,0,1,X,0,0,X,0,0
S034,12,292,X,1,0,5847,Y,0,Y,0,0,Y,0,0,Y,0,0,Y,0,1,Y,0,0,Y,0,0
S034,13,548,X,0,0,4652,Y,1,Y,1,1,X,0,0,X,0,0,X,0,1,X,0,0,X,0,1
S034,14,785,Y,0,0,6332,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,X,1,1
S034,15,1077,X,1,0,5958,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,Y,0,1
S034,16,310,X,1,0,4724,X,1,X,1,0,X,1,0,X,1,0,X,1,1,X,1,0,X,1,0
S034,17,533,Y,1,0,2405,Y,1,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0,Y,1,0
S034,18,429,Y,1,0,1993,Y,1,Y,1,1,Y,1,0,X,0,0,Y,1,0,Y,1,0,X,0,1
S034,19,522,X,1,0,1454,Y,0,Y,0,1,Y,0,0,Y,0,0,X,1,1,Y,0,0,X,1,1
S034,20,813,Y,0,0,935,X,1,X,1,1,Y,0,0,Y,0,0,Y,0,1,Y,0,1,Y,0,1
S035,1,1082,Y,0,,33558,X,1,X,1,,X,1,,,,,X,1,,X,1,,X,1,
S035,2,176,Y,0,,12566,Y,0,Y,0,,X,1,,Y,0,,X,1,,X,1,,X,1,
S035,3,351,Y,0,,11805,Y,0,Y,0,,Y,0,,Y,0,,Y,0,,Y,0,,Y,0,
S035,4,300,Y,1,,6601,Y,1,Y,1,,Y,1,,Y,1,,Y,1,,Y,1,,Y,1,
S035,5,984,Y,1,,1659,Y,1,Y,1,,Y,1,,Y,1,,Y,1,,X,0,,X,0,
S035,6,1053,Y,0,,1431,Y,0,Y,0,,X,1,,X,1,,X,1,,X,1,,X,1,
S035,7,395,Y,1,,1112,Y,1,Y,1,,Y,1,,Y,1,,Y,1,,X,0,,Y,1,
S035,8,580,Y,0,,973,X,1,X,1,,X,1,,Y,0,,Y,0,,Y,0,,Y,0,
S035,9,532,Y,0,,753,Y,0,Y,0,,X,1,,X,1,,X,1,,X,1,,X,1,
S035,10,954,Y,0,,400,X,1,X,1,,X,1,,X,1,,X,1,,Y,0,,X,1,
S035,11,107,Y,1,,351,Y,1,Y,1,,Y,1,,X,0,,Y,1,,Y,1,,X,0,
S035,12,502,Y,0,,351,X,1,X,1,,Y,0,,X,1,,X,1,,Y,0,,Y,0,
S035,13,193,Y,0,,365,X,1,X,1,,X,1,,X,1,,X,1,,X,1,,X,1,
S035,14,406,Y,1,,379,X,0,X,0,,X,0,,Y,1,,X,0,,Y,1,,X,0,
S035,15,215,Y,0,,382,X,1,X,1,,X,1,,X,1,,X,1,,X,1,,X,1,
S035,16,20,Y,0,,343,Y,0,Y,0,,X,1,,Y,0,,X,1,,Y,0,,Y,0,
S035,17,853,Y,1,,404,Y,1,Y,1,,Y,1,,Y,1,,Y,1,,Y,1,,Y,1,
S035,18,90,Y,0,,361,X,1,X,1,,X,1,,X,1,,Y,0,,X,1,,X,1,
